,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
787,2/28/2016,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,2,276,Sunday
788,2/29/2016,7.0,7.66,4.0,46.2,13.0,0.0,3.0,1.0,2016,2,276,Monday
789,3/1/2016,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,2016,3,276,Tuesday
790,3/2/2016,3.33,10.396,5.3,21.3,15.0,2.0,1.0,0.0,2016,3,276,Wednesday
791,3/3/2016,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,2016,3,276,Thursday
792,3/4/2016,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,2016,3,276,Friday
793,3/5/2016,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,2016,3,276,Saturday
794,3/6/2016,5.0,8.145,4.9,79.9,2.0,0.0,5.0,7.0,2016,3,276,Sunday
795,3/7/2016,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,2016,3,276,Monday
796,3/8/2016,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,2016,3,276,Tuesday
797,3/9/2016,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,2016,3,276,Wednesday
798,3/10/2016,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,2016,3,276,Thursday
799,3/11/2016,3.33,4.363,6.2,22.0,8.0,0.0,18.0,1.0,2016,3,276,Friday
800,3/12/2016,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,2016,3,276,Saturday
801,3/13/2016,2.5,4.134,1.5,59.2,4.0,0.0,4.0,0.34,2016,3,276,Sunday
802,3/14/2016,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,3,276,Monday
803,3/15/2016,5.33,3.32,2.0,24.0,7.0,0.0,18.0,3.0,2016,3,276,Tuesday
804,3/16/2016,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,2016,3,276,Wednesday
805,3/17/2016,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,2016,3,276,Thursday
806,3/18/2016,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,2016,3,276,Friday
807,3/19/2016,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,2016,3,276,Saturday
808,3/20/2016,7.99,9.693,2.2,42.2,1.0,0.0,15.0,5.0,2016,3,276,Sunday
809,3/21/2016,5.0,8.056,6.0,45.7,11.0,0.0,36.0,7.0,2016,3,276,Monday
810,3/22/2016,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,2016,3,276,Tuesday
811,3/23/2016,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,2016,3,276,Wednesday
812,3/24/2016,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,2016,3,276,Thursday
813,3/25/2016,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,2016,3,276,Friday
814,3/26/2016,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,2016,3,276,Saturday
815,3/27/2016,7.83,5.449,13.7,63.3,11.0,1.0,1.0,4.0,2016,3,276,Sunday
816,3/28/2016,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,2016,3,276,Monday
817,3/29/2016,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,2016,3,276,Tuesday
818,3/30/2016,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,2016,3,276,Wednesday
819,3/31/2016,2.33,8.68,2.9,31.25,1.0,0.0,5.0,5.0,2016,3,276,Thursday
820,4/1/2016,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,4,276,Friday
821,4/2/2016,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,4,276,Saturday
822,4/3/2016,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,4,276,Sunday
823,4/4/2016,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,2016,4,276,Monday
824,4/5/2016,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,4,276,Tuesday
825,4/6/2016,6.66,5.363,2.0,15.25,7.0,0.0,6.0,3.0,2016,4,276,Wednesday
826,4/7/2016,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,2016,4,276,Thursday
827,4/8/2016,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,2016,4,276,Friday
828,4/9/2016,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,2016,4,276,Saturday
829,4/10/2016,5.0,6.67,5.15,21.4,4.0,1.0,11.0,8.0,2016,4,276,Sunday
830,4/11/2016,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,2016,4,276,Monday
831,4/12/2016,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,2016,4,276,Tuesday
832,4/13/2016,6.33,3.066,3.0,34.0,22.33333333,0.0,2.0,3.0,2016,4,276,Wednesday
833,4/14/2016,2.66,2.32,8.5,44.225,9.0,0.0,4.0,6.0,2016,4,276,Thursday
834,4/15/2016,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,2016,4,276,Friday
835,4/16/2016,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,2016,4,276,Saturday
836,4/17/2016,4.33,8.175,3.0,52.8,2.0,0.0,7.0,7.2,2016,4,276,Sunday
837,4/18/2016,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,2016,4,276,Monday
838,4/19/2016,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,2016,4,276,Tuesday
839,4/20/2016,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,4,276,Wednesday
840,4/21/2016,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,2016,4,276,Thursday
841,4/22/2016,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,2016,4,276,Friday
842,4/23/2016,13.66,3.69,8.0,33.2,8.0,0.0,0.0,4.5,2016,4,276,Saturday
843,4/24/2016,1.0,6.66,5.5,36.95,3.0,0.0,6.0,5.0,2016,4,276,Sunday
844,4/25/2016,6.67,1.66,7.25,21.7,20.0,1.0,3.0,2.5,2016,4,276,Monday
845,4/26/2016,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,2016,4,276,Tuesday
846,4/27/2016,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,2016,4,276,Wednesday
847,4/28/2016,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,4,276,Thursday
848,4/29/2016,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,2016,4,276,Friday
849,4/30/2016,9.66,10.32,7.0,47.812,11.0,0.0,1.0,4.5,2016,4,276,Saturday
850,5/1/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,276,Sunday
851,5/2/2016,4.0,1.02,1.0,39.2,7.0,0.0,5.0,2.0,2016,5,276,Monday
852,5/3/2016,6.33,5.99,3.0,23.9,3.0,0.0,0.0,2.0,2016,5,276,Tuesday
853,5/4/2016,7.34,3.0,5.0,32.2,4.0,0.0,1.0,2.0,2016,5,276,Wednesday
854,5/5/2016,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,2016,5,276,Thursday
855,5/6/2016,4.0,2.99,1.0,33.6,7.0,0.0,1.0,3.0,2016,5,276,Friday
856,5/7/2016,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,2016,5,276,Saturday
857,5/8/2016,5.0,10.66,1.0,40.4,12.0,0.0,1.0,11.0,2016,5,276,Sunday
858,5/9/2016,5.67,6.363,5.0,29.2,3.0,0.0,2.0,5.0,2016,5,276,Monday
859,5/10/2016,7.33,3.67,7.0,28.25,4.0,0.0,2.0,3.5,2016,5,276,Tuesday
860,5/11/2016,5.33,4.66,4.0,23.0,13.0,0.0,3.0,2.0,2016,5,276,Wednesday
861,5/12/2016,3.01,1.759,8.0,28.1,8.0,1.0,2.0,0.0,2016,5,276,Thursday
862,5/13/2016,2.33,2.33,3.0,37.0,9.0,0.0,0.0,5.0,2016,5,276,Friday
863,5/14/2016,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,2016,5,276,Saturday
864,5/15/2016,5.33,8.188,1.2,44.1,6.0,0.0,5.0,4.0,2016,5,276,Sunday
865,5/16/2016,5.0,3.66,2.0,24.0,17.0,0.0,2.0,3.0,2016,5,276,Monday
866,5/17/2016,4.0,2.33,7.1,38.4,4.0,0.0,1.0,3.2,2016,5,276,Tuesday
867,5/18/2016,4.0,5.33,5.25,35.0,7.0,0.0,1.0,5.0,2016,5,276,Wednesday
868,5/19/2016,6.34,5.66,2.0,30.5,10.0,0.0,16.0,3.0,2016,5,276,Thursday
869,5/20/2016,3.0,1.132,3.0,14.0,14.0,2.0,9.0,5.0,2016,5,276,Friday
870,5/21/2016,2.0,5.34,5.2,42.5,3.0,0.0,17.0,5.0,2016,5,276,Saturday
871,5/22/2016,4.34,4.51,9.05,55.6,6.0,1.0,0.0,10.0,2016,5,276,Sunday
872,5/23/2016,5.0,2.363,5.0,54.7,19.0,0.0,7.0,4.0,2016,5,276,Monday
873,5/24/2016,12.0,3.167,4.0,32.0,3.0,0.0,3.0,2.0,2016,5,276,Tuesday
874,5/25/2016,8.34,1.67,6.0,25.05,16.0,1.0,0.0,1.2,2016,5,276,Wednesday
875,5/26/2016,4.67,5.33,5.35,24.8,20.0,1.0,0.0,9.0,2016,5,276,Thursday
876,5/27/2016,8.67,2.683,5.25,17.0,14.0,7.0,2.0,6.0,2016,5,276,Friday
877,5/28/2016,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,2016,5,276,Saturday
878,5/29/2016,8.67,4.33,6.0,31.8,2.0,1.0,5.0,9.2,2016,5,276,Sunday
879,5/30/2016,3.34,3.023,4.1,29.4,3.0,0.0,7.0,8.0,2016,5,276,Monday
880,5/31/2016,6.0,3.33,3.5,21.0,3.0,0.0,13.0,2.0,2016,5,276,Tuesday
881,6/1/2016,9.0,1.1,2.0,20.0,11.0,0.0,7.0,5.0,2016,6,276,Wednesday
882,6/2/2016,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,2016,6,276,Thursday
883,6/3/2016,7.33,3.0,4.0,18.0,8.0,0.0,1.0,7.0,2016,6,276,Friday
884,6/4/2016,3.33,3.34,3.3,21.0,2.0,0.0,0.0,4.0,2016,6,276,Saturday
885,6/5/2016,10.34,3.066,4.3,23.4,5.0,0.0,3.0,4.0,2016,6,276,Sunday
886,6/6/2016,5.33,2.802,4.0,26.2,5.0,0.0,6.0,6.0,2016,6,276,Monday
887,6/7/2016,6.0,3.363,4.1,28.5,13.0,0.0,10.0,3.0,2016,6,276,Tuesday
888,6/8/2016,8.66,1.33,5.5,45.062,10.0,0.0,5.0,6.0,2016,6,276,Wednesday
889,6/9/2016,8.67,4.33,2.0,20.6,7.0,0.0,1.0,4.2,2016,6,276,Thursday
890,6/10/2016,8.33,4.0,4.0,26.0,11.0,2.0,0.0,5.0,2016,6,276,Friday
891,6/11/2016,10.66,2.825,2.0,35.6,4.0,1.0,10.0,8.0,2016,6,276,Saturday
892,6/12/2016,8.34,7.353,3.4,47.0,8.0,0.0,4.0,6.0,2016,6,276,Sunday
893,6/13/2016,5.66,4.736,1.0,15.0,7.0,0.0,1.0,2.0,2016,6,276,Monday
894,6/14/2016,2.33,6.0,6.1,17.4,17.0,1.0,2.0,3.0,2016,6,276,Tuesday
895,6/15/2016,5.0,5.495,7.0,35.0,22.0,1.0,1.0,6.0,2016,6,276,Wednesday
896,6/16/2016,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,2016,6,276,Thursday
897,6/17/2016,3.34,3.67,3.65,20.0,8.0,0.0,4.0,4.0,2016,6,276,Friday
898,6/18/2016,2.0,4.33,6.5,37.5,1.0,0.0,5.0,4.0,2016,6,276,Saturday
899,6/19/2016,6.34,6.01,3.0,40.0,1.0,0.0,7.0,15.0,2016,6,276,Sunday
900,6/20/2016,7.34,3.34,6.0,22.388,5.0,0.0,8.0,6.0,2016,6,276,Monday
901,6/21/2016,7.33,4.66,9.0,23.0,15.0,0.0,7.0,5.6,2016,6,276,Tuesday
902,6/22/2016,2.0,6.067,2.3,42.0,6.0,0.0,2.0,2.0,2016,6,276,Wednesday
903,6/23/2016,3.0,0.33,2.3,19.0,5.0,0.0,1.0,3.0,2016,6,276,Thursday
904,6/24/2016,6.0,2.34,3.05,19.0,15.0,0.0,1.0,2.0,2016,6,276,Friday
905,6/25/2016,5.68,4.99,8.0,20.25,5.0,0.0,1.0,4.0,2016,6,276,Saturday
906,6/26/2016,3.0,3.845,2.0,17.4,20.0,0.0,2.0,3.0,2016,6,276,Sunday
907,6/27/2016,6.0,3.067,5.25,24.0,9.0,0.0,9.0,2.0,2016,6,276,Monday
908,6/28/2016,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,2016,6,276,Tuesday
909,6/29/2016,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,2016,6,276,Wednesday
910,6/30/2016,4.0,3.803,3.2,9.0,6.0,0.0,0.0,2.0,2016,6,276,Thursday
911,7/1/2016,4.0,2.01,5.5,24.0,1.0,0.0,20.0,7.0,2016,7,276,Friday
912,7/2/2016,4.66,5.132,6.0,25.4,9.0,0.0,2.0,3.0,2016,7,276,Saturday
913,7/3/2016,6.67,4.165,5.4,18.6,4.0,0.0,11.0,5.0,2016,7,276,Sunday
914,7/4/2016,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,2016,7,276,Monday
915,7/5/2016,6.0,4.01,2.0,19.0,10.0,0.0,0.0,3.0,2016,7,276,Tuesday
916,7/6/2016,9.33,5.726,5.0,30.0,5.0,0.0,8.0,4.0,2016,7,276,Wednesday
917,7/7/2016,7.34,5.01,1.0,21.0,11.0,1.0,0.0,2.0,2016,7,276,Thursday
918,7/8/2016,1.34,7.056,9.2,28.0,12.0,1.0,0.0,4.3,2016,7,276,Friday
919,7/9/2016,3.33,6.0,4.5,11.0,12.0,0.0,0.0,2.0,2016,7,276,Saturday
920,7/10/2016,5.66,8.32,4.2,29.0,6.0,0.0,0.0,3.0,2016,7,276,Sunday
921,7/11/2016,6.33,1.703,3.0,19.312,9.0,0.0,4.0,6.2,2016,7,276,Monday
922,7/12/2016,5.67,2.67,4.0,27.2,14.0,0.0,3.0,4.0,2016,7,276,Tuesday
923,7/13/2016,6.218333333,7.0,5.0,26.4,11.0,0.0,3.0,2.0,2016,7,276,Wednesday
924,7/14/2016,2.34,2.363,5.0,12.4,3.0,0.0,3.0,5.0,2016,7,276,Thursday
925,7/15/2016,3.0,8.0,2.0,15.0,4.0,0.0,0.0,3.33,2016,7,276,Friday
926,7/16/2016,9.33,6.737,3.0,23.3,6.0,0.0,1.0,8.0,2016,7,276,Saturday
927,7/17/2016,9.01,4.01,3.0,26.65,3.0,0.0,7.0,4.0,2016,7,276,Sunday
928,7/18/2016,6.0,2.497,8.0,25.4,2.0,0.0,3.0,4.0,2016,7,276,Monday
929,7/19/2016,7.34,1.33,6.0,19.0,5.0,0.0,1.0,2.0,2016,7,276,Tuesday
930,7/20/2016,10.33,4.66,7.1,25.2,6.0,0.0,5.0,5.0,2016,7,276,Wednesday
931,7/21/2016,5.66,5.32,4.1,17.0,15.0,0.0,1.0,2.0,2016,7,276,Thursday
932,7/22/2016,3.33,1.66,7.0,14.0,4.0,0.0,0.0,2.0,2016,7,276,Friday
933,7/23/2016,4.66,5.49,2.1,15.0,6.0,0.0,0.0,5.0,2016,7,276,Saturday
934,7/24/2016,2.33,4.99,4.0,32.0,4.0,0.0,0.0,2.0,2016,7,276,Sunday
935,7/25/2016,13.0,3.33,7.0,22.0,9.0,0.0,4.0,4.0,2016,7,276,Monday
936,7/26/2016,8.32,2.66,1.0,10.0,16.0,0.0,0.0,2.0,2016,7,276,Tuesday
937,7/27/2016,3.0,6.33,4.15,10.0,4.0,1.0,9.0,2.0,2016,7,276,Wednesday
938,7/28/2016,9.67,3.99,4.0,22.5,12.0,1.0,5.0,3.0,2016,7,276,Thursday
939,7/29/2016,9.99,4.51,6.0,11.0,17.0,1.0,11.0,2.0,2016,7,276,Friday
940,7/30/2016,6.33,3.99,4.0,37.0,7.0,0.0,1.0,6.0,2016,7,276,Saturday
941,7/31/2016,6.0,5.01,4.5,22.0,5.0,0.0,0.0,4.0,2016,7,276,Sunday
942,8/1/2016,8.33,1.396,5.0,14.0,7.5,1.0,1.0,6.0,2016,8,276,Monday
943,8/2/2016,8.33,7.0,5.0,12.0,12.0,0.0,1.0,1.0,2016,8,276,Tuesday
944,8/3/2016,8.0,2.98,3.5,21.0,11.0,0.0,13.0,3.0,2016,8,276,Wednesday
945,8/4/2016,8.0,2.693,2.0,34.4,12.0,0.0,17.0,4.0,2016,8,276,Thursday
946,8/5/2016,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,2016,8,276,Friday
947,8/6/2016,3.0,3.662,5.0,20.0,33.0,0.0,1.0,2.0,2016,8,276,Saturday
948,8/7/2016,8.0,4.155,8.2,40.2,12.0,0.0,5.0,3.0,2016,8,276,Sunday
949,8/8/2016,8.34,5.99,5.5,15.0,36.0,0.0,1.0,4.0,2016,8,276,Monday
950,8/9/2016,6.33,4.66,7.0,29.0,26.0,1.0,2.0,4.0,2016,8,276,Tuesday
951,8/10/2016,11.34,2.99,7.0,24.1,11.0,0.0,3.0,2.0,2016,8,276,Wednesday
952,8/11/2016,5.67,3.66,0.0,25.0,1.0,0.0,0.0,2.0,2016,8,276,Thursday
953,8/12/2016,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,2016,8,276,Friday
954,8/13/2016,8.0,6.737,5.0,32.0,2.0,0.0,0.0,5.0,2016,8,276,Saturday
955,8/14/2016,5.0,4.857,4.5,18.21666667,2.0,0.0,7.0,0.0,2016,8,276,Sunday
956,8/15/2016,5.0,2.33,2.0,21.0,11.0,0.0,0.0,2.0,2016,8,276,Monday
957,8/16/2016,10.0,4.66,3.0,14.45,4.0,0.0,11.0,3.5,2016,8,276,Tuesday
958,8/17/2016,8.66,2.01,4.0,9.5,7.0,0.0,5.0,5.0,2016,8,276,Wednesday
959,8/18/2016,6.99,3.363,4.0,25.6,7.0,0.0,0.0,1.0,2016,8,276,Thursday
960,8/19/2016,1.0,4.33,0.6,27.0,12.0,0.0,0.0,4.0,2016,8,276,Friday
961,8/20/2016,4.33,2.99,6.0,26.2,1.0,0.0,0.0,6.0,2016,8,276,Saturday
962,8/21/2016,8.0,3.627,7.4,39.0,3.0,4.0,1.0,1.0,2016,8,276,Sunday
963,8/22/2016,3.34,3.386,0.0,23.2,3.0,0.0,0.0,6.0,2016,8,276,Monday
964,8/23/2016,3.0,3.066,4.0,14.7,7.0,1.0,0.0,1.2,2016,8,276,Tuesday
965,8/24/2016,9.33,3.487,8.0,11.3,2.0,0.0,0.0,3.0,2016,8,276,Wednesday
966,8/25/2016,4.33,2.67,8.0,19.4,4.0,1.0,4.0,5.0,2016,8,276,Thursday
967,8/26/2016,4.0,2.023,2.0,20.7,3.0,0.0,0.0,0.0,2016,8,276,Friday
968,8/27/2016,8.83,1.736,1.0,17.51666667,2.0,0.0,11.0,0.0,2016,8,276,Saturday
969,8/28/2016,7.33,7.02,6.2,37.0,3.0,0.0,6.0,2.0,2016,8,276,Sunday
970,8/29/2016,9.0,0.67,2.0,14.2,4.0,0.0,1.0,1.3,2016,8,276,Monday
971,8/30/2016,4.66,1.32,2.0,8.9,4.0,0.0,1.0,0.0,2016,8,276,Tuesday
972,8/31/2016,6.0,5.827,5.0,23.2,3.0,0.0,1.0,5.0,2016,8,276,Wednesday
973,9/1/2016,5.0,3.66,5.0,31.4,2.0,0.0,0.0,3.0,2016,9,276,Thursday
974,9/2/2016,9.34,4.02,5.0,10.0,25.0,0.0,5.0,2.0,2016,9,276,Friday
975,9/3/2016,5.33,4.025,6.5,54.2,5.0,0.0,4.0,4.0,2016,9,276,Saturday
976,9/4/2016,8.33,4.396,0.0,30.9,10.0,0.0,4.0,5.0,2016,9,276,Sunday
977,9/5/2016,3.32,4.396,2.0,34.3,8.0,2.0,2.0,4.0,2016,9,276,Monday
978,9/6/2016,5.0,1.33,1.0,32.8,14.0,3.0,0.0,3.0,2016,9,276,Tuesday
979,9/7/2016,2.33,2.19,3.0,37.6,14.0,0.0,0.0,3.0,2016,9,276,Wednesday
980,9/8/2016,6.0,2.99,4.0,33.0,8.0,1.0,0.0,0.0,2016,9,276,Thursday
981,9/9/2016,4.99,3.99,3.25,26.124,11.0,2.0,10.0,3.0,2016,9,276,Friday
982,9/10/2016,8.33,11.31,10.0,34.0,9.0,0.0,4.0,3.0,2016,9,276,Saturday
983,9/11/2016,2.66,6.99,7.1,57.2,8.0,0.0,10.0,4.0,2016,9,276,Sunday
984,9/12/2016,7.0,6.0,4.0,24.0,10.0,0.0,8.0,4.0,2016,9,276,Monday
985,9/13/2016,7.0,5.759,4.0,32.0,13.0,0.0,2.0,0.0,2016,9,276,Tuesday
986,9/14/2016,6.0,3.792,2.5,24.4,7.0,0.0,8.0,2.0,2016,9,276,Wednesday
987,9/15/2016,3.0,6.628,2.0,38.0,31.0,0.0,3.0,1.0,2016,9,276,Thursday
988,9/16/2016,2.0,1.33,4.0,26.3,17.0,0.0,3.0,0.0,2016,9,276,Friday
989,9/17/2016,6.67,3.693,2.4,56.0,11.0,0.0,5.0,4.1,2016,9,276,Saturday
990,9/18/2016,5.99,7.32,2.0,24.45,4.0,0.0,8.0,1.0,2016,9,276,Sunday
991,9/19/2016,4.0,3.396,2.15,31.0,11.0,2.0,0.0,1.0,2016,9,276,Monday
992,9/20/2016,4.67,2.792,3.0,33.4,14.0,0.0,4.0,1.0,2016,9,276,Tuesday
993,9/21/2016,8.34,4.31,3.05,19.7,12.0,0.0,3.0,2.0,2016,9,276,Wednesday
994,9/22/2016,6.33,2.33,2.1,29.4,6.0,0.0,4.0,3.0,2016,9,276,Thursday
995,9/23/2016,2.33,6.99,6.0,28.4,13.0,3.0,7.0,1.0,2016,9,276,Friday
996,9/24/2016,2.0,3.779,6.2,61.2,8.0,0.0,1.0,1.0,2016,9,276,Saturday
997,9/25/2016,6.0,4.33,3.0,61.125,3.0,0.0,10.0,2.0,2016,9,276,Sunday
998,9/26/2016,5.99,1.0,4.0,57.6,4.0,2.0,4.0,1.0,2016,9,276,Monday
999,9/27/2016,7.0,4.67,7.4,51.7,17.0,3.0,1.0,3.0,2016,9,276,Tuesday
1000,9/28/2016,13.68,1.802,5.45,64.5,3.0,0.0,0.0,4.0,2016,9,276,Wednesday
1001,9/29/2016,7.33,2.0,4.0,50.6,4.0,0.0,1.0,1.2,2016,9,276,Thursday
1002,9/30/2016,7.0,5.0,2.6,23.4,5.0,0.0,10.0,3.0,2016,9,276,Friday
1003,10/1/2016,7.33,7.65,1.2,54.038,5.0,0.0,4.0,2.0,2016,10,276,Saturday
1004,10/2/2016,17.0,4.056,9.7,80.5,6.0,0.0,18.0,3.0,2016,10,276,Sunday
1005,10/3/2016,3.33,5.33,3.0,59.662,2.0,2.0,17.0,3.0,2016,10,276,Monday
1006,10/4/2016,6.33,2.99,6.0,47.6,8.0,0.0,10.0,2.5,2016,10,276,Tuesday
1007,10/5/2016,4.0,4.0,4.0,78.2,8.0,0.0,1.0,1.0,2016,10,276,Wednesday
1008,10/6/2016,4.33,3.99,6.0,44.0,4.0,0.0,3.0,0.0,2016,10,276,Thursday
1009,10/7/2016,4.34,4.297,6.0,47.625,4.0,0.0,0.0,1.0,2016,10,276,Friday
1010,10/8/2016,7.34,6.33,5.0,52.7,2.0,0.0,6.0,5.0,2016,10,276,Saturday
1011,10/9/2016,6.68,5.02,5.5,88.4,2.0,0.0,9.0,1.0,2016,10,276,Sunday
1012,10/10/2016,2.0,5.066,5.0,31.6,1.0,0.0,3.0,1.0,2016,10,276,Monday
1013,10/11/2016,7.33,2.406,11.65,52.6,54.83333333,1.0,8.0,1.0,2016,10,276,Tuesday
1014,10/12/2016,8.33,2.373,2.0,45.75,18.0,1.0,17.0,2.0,2016,10,276,Wednesday
1015,10/13/2016,4.66,4.33,3.2,42.2,20.0,0.0,3.0,2.3,2016,10,276,Thursday
1016,10/14/2016,7.0,4.0,3.0,38.7,22.0,0.0,9.0,1.0,2016,10,276,Friday
1017,10/15/2016,4.0,5.97,3.35,47.2,16.0,1.0,13.0,1.0,2016,10,276,Saturday
1018,10/16/2016,8.33,5.122,10.0,89.3,3.0,0.0,6.0,5.0,2016,10,276,Sunday
1019,10/17/2016,2.0,5.0,5.0,50.8,1.0,0.0,9.0,1.0,2016,10,276,Monday
1020,10/18/2016,3.0,5.056,9.0,42.1,9.0,3.0,7.0,3.1,2016,10,276,Tuesday
1021,10/19/2016,4.33,6.66,5.0,26.7,11.0,0.0,2.0,1.0,2016,10,276,Wednesday
1022,10/20/2016,1.64,5.66,6.0,52.5,2.0,0.0,2.0,2.0,2016,10,276,Thursday
1023,10/21/2016,8.66,3.825,0.0,40.8,5.0,0.0,6.0,2.0,2016,10,276,Friday
1024,10/22/2016,7.0,2.67,4.0,29.7,3.0,0.0,10.0,4.0,2016,10,276,Saturday
1025,10/23/2016,12.33,5.78,3.8,51.21666667,10.0,0.0,11.0,2.0,2016,10,276,Sunday
1026,10/24/2016,2.66,3.023,7.5,37.0,1.0,1.0,2.0,1.0,2016,10,276,Monday
1027,10/25/2016,4.33,4.572,5.4,62.4,10.0,0.0,7.0,0.0,2016,10,276,Tuesday
1028,10/26/2016,2.33,2.397,6.0,28.4,10.0,0.0,2.0,1.0,2016,10,276,Wednesday
1029,10/27/2016,6.5,2.023,3.0,32.2,10.0,2.0,4.0,0.0,2016,10,276,Thursday
1030,10/28/2016,7.0,3.78,6.0,34.4,9.0,0.0,5.0,0.0,2016,10,276,Friday
1031,10/29/2016,15.33,4.54,6.1,78.5,23.0,0.0,9.0,5.0,2016,10,276,Saturday
1032,10/30/2016,4.66,10.32,5.75,73.1,5.0,0.0,0.0,2.0,2016,10,276,Sunday
1033,10/31/2016,2.66,3.82,3.0,43.8,6.0,0.0,17.0,5.0,2016,10,276,Monday
1034,11/1/2016,2.33,1.703,4.0,25.9,18.0,0.0,6.0,3.0,2016,11,276,Tuesday
1035,11/2/2016,4.0,3.703,4.1,42.2,1.0,0.0,2.0,3.0,2016,11,276,Wednesday
1036,11/3/2016,2.0,1.0,3.0,42.5,3.0,0.0,0.0,1.0,2016,11,276,Thursday
1037,11/4/2016,8.33,4.373,3.6,24.3,14.0,1.0,6.0,4.2,2016,11,276,Friday
1038,11/5/2016,7.666666667,3.02,5.8,35.4,9.0,0.0,0.0,2.0,2016,11,276,Saturday
1039,11/6/2016,8.0,4.34,3.0,42.45,3.0,2.0,11.0,5.0,2016,11,276,Sunday
1040,11/7/2016,5.0,2.726,6.3,35.0,9.0,0.0,5.0,1.0,2016,11,276,Monday
1041,11/8/2016,7.0,2.35,8.0,20.0,19.16666667,2.0,8.0,3.0,2016,11,276,Tuesday
1042,11/9/2016,2.34,5.66,1.4,25.0,18.0,0.0,4.0,0.0,2016,11,276,Wednesday
1043,11/10/2016,7.33,6.33,7.0,31.1,5.0,2.0,12.0,3.4,2016,11,276,Thursday
1044,11/11/2016,10.66,1.759,4.0,33.0,6.0,0.0,1.0,1.0,2016,11,276,Friday
1045,11/12/2016,8.0,3.825,7.0,56.5,10.0,0.0,1.0,1.2,2016,11,276,Saturday
1046,11/13/2016,6.0,11.32,3.6,60.2,0.0,0.0,5.0,1.0,2016,11,276,Sunday
1047,11/14/2016,10.0,4.726,3.8,50.5,5.0,3.0,1.0,1.0,2016,11,276,Monday
